Title,Author,Price,Language,Publish Year,Publisher,Weight,Description,Image URL,Detail URL
Cô Đơn Trên Mạng (Tái Bản 2021),Janusz L Wisniewski,"183,000₫",Tiếng Việt,30/11/2020,Nxb Trẻ,736.00 gam,"Một tình yêu đẹp, bắt đầu từ trên mạng internet. Một tình yêu dịu dàng, bất tận, một tình yêu dường như tất thảy đều mơ ước, để được “khóc và nghẹt thở”… Một bài ca tôn vinh trí tuệ và tri thức: những câu chuyện lý thú về máy tính, email, và SMS, về ADN, giải mã gien và bộ não, về những phân tử của cảm xúc… được đan quyện tinh tế với nổ lực tìm kiếm cảm xúc và nhu cầu lớn lao được gần gũi yêu thương chống lại sự lạnh lùng, cô độc của con người trong xã hội hiện đại.",https://product.hstatic.net/200000845405/product/p95649mimage_227590_faa4a9cbd2b44442a6ac1adc2444c50c_master.jpg,https://www.vinabook.com/products/co-don-tren-mang-tai-ban-2021
Hồng Nhan Đa Truân,Bà Tùng Long,"128,000₫",Tiếng Việt,30/11/2020,Nxb Trẻ,650.00 gam,"Bà Tùng Long tên thật là Lê Thị Bạch Vân. Nhà văn sinh năm 1915 này chuyên viết truyện tâm lý tình cảm với hàm ý giáo dục đạo đức trong gia đình, cổ vũ mọi người vươn lên, sống lý tưởng, thanh cao; Bà cũng có nhiều quan điểm vô cùng hiện đại, đi trước thời cuộc... Truyện của Bà giản dị, mộc mạc nhưng vô cùng hấp dẫn, có sức lôi cuốn mạnh mẽ.Bà từng đi dạy Pháp văn, Việt văn ở các trường Tân Thịnh, Đạt Đức, Les Lauriers ở Sài Gòn, rồi làm thư ký tòa soạn các báo Sài Gòn mới, Phụ nữ ngày nay, Phụ nữ diễn đàn… và bắt đầu viết văn từ năm 1953 với truyện dài đầu tiên được in trên báo Sài Gòn mới: Đứa con hoang (khi in sách là Ái tình và danh dự).Bà đã để lại gia tài đồ sộ gồm 68 tiểu thuyết và hơn 400 truyện ngắn.Tháng 7/2019, NXB Trẻ đã in 10 tác phẩm của Bà (trong đó có ba tác phẩm chưa bao giờ xuất bản), được công chúng đón nhận nồng nhiệt. Với sự ủng hộ của bạn đọc, NXB tiếp tục giới thiệu 6 tác phẩm chưa từng in thành sách của nữ văn sĩ tài năng này, gồm Tình yêu và thù hận, Hồng nhan đa truân, Nghĩa tình ràng buộc, Người của oán thù, Một thoáng mây bay, Hành trang vào đời. Đây là những feuilleton (truyện nhiều kỳ) đã đăng trên các báo trước năm 1975.HỒNG NHAN ĐA TRUÂN là một câu chuyện về tình yêu đôi lứa, gia đình với những mâu thuẫn, éo le xuất phát từ sự ích kỷ, quan điểm sai lầm, yêu thương sai cách… Tất cả đã gây ra những tấn thảm kịch đau lòng và tưởng như không thể cứu vãn.",https://product.hstatic.net/200000845405/product/p95647mimage_241038_27bb98b3c02b463698133946bef45c84_master.jpg,https://www.vinabook.com/products/hong-nhan-da-truan-1
Hành Trang Vào Đời,Bà Tùng Long,"85,000₫",Tiếng Việt,30/11/2020,Nxb Trẻ,500.00 gam,"Bà Tùng Long là một tác giả nữ có sức viết mạnh mẽ hiếm có. Bà theo Tây học nhưng thấm nhuần triết lý Khổng giáo từ gia đình và từ chồng, Bà ý thức Khổng giáo trong các tác phẩm của Bà Tùng Long thời đó đã đem lại cho công chúng lời khuyên bổ ích về lập thân lập nghiệp, và những câu chuyện về tình yêu, gia đình, đối nhân xử thế thì không bao giờ cũ.Trong tác phẩm ""Hành trang vào đời"", cặp đôi Tuấn - Tuyết đến với nhau giữa nhiều éo le: Chênh lệch gia đình, yêu và có thai với nhau trước khi kết hôn, những định kiến về các cô gái đi làm sở Mỹ... Tuyết, người như tên, giữ tấm lòng trong sạch dù xuất thân và môi trường sống nhiều điều tiếng. Tuấn, cậu ấm của gia đình giàu có, nhưng tận mắt nhìn thấy cuộc hôn nhân cưỡng ép không hạnh phúc của cha mẹ, nên đã vượt qua mọi khó khăn để giữ tình yêu của mình. Và cuối cùng, người có tình sẽ thành quyến thuộc, chân tâm rồi sẽ được nhìn nhận.Một tác phẩm xưa mà không cũ, phù hợp để đọc chậm và ngẫm nghĩ chuyện nhân sinh.",https://product.hstatic.net/200000845405/product/p95639mp95639eimage_241037_17a4123b839346d896e79b3d6d0b5e63_master.jpg,https://www.vinabook.com/products/hanh-trang-vao-doi
Nghịch Lý Của Tình Yêu Và Số Phận - Xuân Quỳnh,Xuân Quỳnh,"143,000₫",Tiếng Việt,30/11/2017,Nxb Trẻ,500.00 gam,"Xuân Quỳnh - Nghịch Lý Của Tình Yêu Và Số PhậnTrong thơ cũng như trong đời, Xuân Quỳnh luôn tỏ ra là một người quyết liệt, yêu ghét đều phải hết lòng. Trong tâm hồn nhạy cảm của Xuân Quỳnh không có một thứ tình cảm nào buông trôi nửa vời. Bao giờ chị cũng đẩy cảm xúc lên ở mức độ cao nhất. Chị luôn thể hiện, luôn nói đến tận cùng những tình cảm của mình. Đặc điểm này đem sức nặng đến cho nhiều bài thơ của chị và nó cũng đem đến cho cuộc đời chị nhiều nỗi đắng cay. Xuân Quỳnh đã đem chính cuộc đời mình ra để đổi lấy những câu thơ. Với chị, cây bút như là một cái “nghiệp”, như là số phận, không thể khác được.Bạn bè vẫn thường nhận xét rằng Xuân Quỳnh là người hay thái quá. Đó cũng là một nét đậm trong tính cách của chị. Trong cuộc sống cũng như trong sáng tác, Xuân Quỳnh không chịu được những cái trung bình, mờ nhạt. Chị sống chân thành, sống hết mình với những buồn vui, yêu ghét trong cảm xúc của mình...",https://product.hstatic.net/200000845405/product/p95638mnxbtre_full_24112018_011158_8cfac93636144eb5b2d20bc65db31ea3_master.jpg,https://www.vinabook.com/products/nghich-ly-cua-tinh-yeu-va-so-phan-xuan-quynh
Thời Thơ Ấu Dài Lâu - Nguyễn Nhật Ánh - Boxset Xanh Ngọt Ngào (Bộ 24 Cuốn) - Tặng Kèm Giấy Note Hình Chữ Nhật,Nguyễn Nhật Ánh,"2,205,000₫",Tiếng Việt,30/11/2021,Nxb Trẻ,4800.00 gam,"Thời Thơ Ấu Dài Lâu - Nguyễn Nhật Ánh - Boxset Xanh Ngọt Ngào (Bộ 24 Cuốn) - Tặng Kèm Giấy Note Hình Chữ NhậtBoxset 24 cuốn - Thời thơ ấu dài lâu sẽ là quà tặng xứng đáng dành cho các bạn đọc yêu quý với phiên bản:Phiên bản tươi mới với hộp xanh ngọc ngọt ngào, khổ sách 13x20cm, bìa sách được thiết kế đa sắc theo xu hướng hiện đại.Ở mặt ngoài boxset của 2 phiên bản có tranh minh hoạ của hoạ sĩ Đỗ Hoàng Tường; bài thơ vui của nhà nghiên cứu phê bình văn học nổi tiếng Phạm Xuân Nguyên làm từ 24 tựa của bộ sách này.Boxset 24 cuốn - Thời thơ ấu dài lâu bao gồm 24 tựa sách:1. Bàn có năm chỗ ngồi2. Bồ câu không đưa thư3. Bong bóng lên trời4. Buổi chiều windows5. Chú bé rắc rối6. Chuyện cổ tích dành cho người lớn7. Cô gái đến từ hôm qua8. Còn chút gì để nhớ9. Đi qua hoa cúc10. Hạ đỏ11. Hoa hồng xứ khác12. Mắt biếc13. Ngôi trường mọi khi14.Những chàng trai xấu tính15. Những cô em gái16. Nữ sinh17. Phòng trọ 3 người18. Quán gò đi lên19. Thằng quỷ nhỏ20. Thiên thần nhỏ của tôi21. Trại hoa vàng22. Trước vòng chung kết23. Út Quyên và tôi24. Bảy bước tới mùa hè",https://product.hstatic.net/200000845405/product/p95634m600boxset_vang_am_ap___kho_sach_10x14_5cm_1_ff4dfa3168dd4d8483518389ec070c35_master.jpg,https://www.vinabook.com/products/thoi-tho-au-dai-lau-nguyen-nhat-anh-boxset-xanh-ngot-ngao-bo-24-cuon-tang-kem
Thời Thơ Ấu Dài Lâu - Nguyễn Nhật Ánh - Boxset Vàng Ấm Áp (Bộ 24 Cuốn) - Tặng Kèm Giấy Note Hình Vuông,Nguyễn Nhật Ánh,"792,000₫",Tiếng Việt,30/11/2021,Nxb Trẻ,4800.00 gam,"Boxset 24 cuốn - Thời thơ ấu dài lâu sẽ là quà tặng xứng đáng dành cho các bạn đọc yêu quý với phiên bản:Phiên bản vàng ấm áp, thần thánh của 10 năm trước, nhưng lần trở lại này là khổ sách bỏ túi dễ thương 10x14.5cm. Khổ xinh xắn nhưng thiết kế chữ công phu đủ để bạn đọc thưởng thức trọn vẹn độ hấp dẫn câu chuyện của tác phẩm.Ở mặt ngoài boxset của 2 phiên bản có tranh minh hoạ của hoạ sĩ Đỗ Hoàng Tường; bài thơ vui của nhà nghiên cứu phê bình văn học nổi tiếng Phạm Xuân Nguyên làm từ 24 tựa của bộ sách này.Boxset 24 cuốn - Thời thơ ấu dài lâu bao gồm 24 tựa sách:1. Bàn có năm chỗ ngồi2. Bồ câu không đưa thư3. Bong bóng lên trời4. Buổi chiều windows5. Chú bé rắc rối6. Chuyện cổ tích dành cho người lớn7. Cô gái đến từ hôm qua8. Còn chút gì để nhớ9. Đi qua hoa cúc10. Hạ đỏ11. Hoa hồng xứ khác12. Mắt biếc13. Ngôi trường mọi khi14.Những chàng trai xấu tính15. Những cô em gái16. Nữ sinh17. Phòng trọ 3 người18. Quán gò đi lên19. Thằng quỷ nhỏ20. Thiên thần nhỏ của tôi21. Trại hoa vàng22. Trước vòng chung kết23. Út Quyên và tôi24. Bảy bước tới mùa hè",https://product.hstatic.net/200000845405/product/p95633m600boxset_vang_am_ap___kho_sach_10x14_1_834be64c3e784c7fa2f2e3f2cab2cc5f_master.jpg,https://www.vinabook.com/products/thoi-tho-au-dai-lau-nguyen-nhat-anh-boxset-vang-am-ap-bo-24-cuon-tang-kem-giay
Bàn Có Năm Chỗ Ngồi (Tái Bản 2022),Nguyễn Nhật Ánh,"81,000₫",Tiếng Việt,30/11/2021,Nxb Trẻ,200.00 gam,"Câu chuyện xoay quanh tình bạn của năm đứa trẻ ngồi cùng bàn trong lớp 8A2: Huy, Bảy, Hiền, Quang, Đại, năm con người với năm tính cách, hoàn cảnh khác nhau cùng nhiều trò nghịch ngợm, những mâu thuẫn trẻ con trong lứa tuổi cắp sách tới trường. Mộc mạc, chân chất, vô tư, trong sáng… mỗi nhân vật là một tính cách sống động của lứa tuổi học trò mà ai cũng có thể bắt gặp trong ký ức của mình. Nhân vật chính là cậu bé tên Huy. Ham chơi, nghịch ngợm, hay lý sự cùn và thích trở thành người lớn, Huy yêu môn Văn nhưng “oán” môn Toán. Nhờ sự giúp đỡ của các bạn, Huy dần nhận ra những khuyết điểm của mình và sửa đổi để “người lớn” hơn, có trách nhiệm hơn. Điều quan trọng nhất là cậu đã cảm nhận được giá trị của tình bạn, kể cả những người cậu đã từng coi là “phe xấu”. Câu chuyện cũng hé lộ tình cảm Huy dành cho “nhỏ Hiền”- cô bé duy nhất trong tổ, những cảm xúc đầu đời hồn nhiên và trong sáng, dễ thương.Mời bạn đón đọc.",https://product.hstatic.net/200000845405/product/p95632mb46d9c769d242f5febc73b0b82791879_7c4c6de7749840cfa3951073bbfb0e26_master.jpg,https://www.vinabook.com/products/ban-co-nam-cho-ngoi-tai-ban-2022
Vương Hồng Sển - Tạp Bút Năm Nhâm Thân 1992 - Di Cảo (Tái Bản),Vương Hồng Sến,"213,000₫",Tiếng Việt,30/11/2021,Nxb Trẻ,730.00 gam,"Vương Hồng Sển - Tạp Bút Năm Nhâm Thân 1992 - Di Cảo (Tái Bản)VƯƠNG HỒNG SỂN - TẠP BÚT NĂM NHÂM THÂN 1992 vẫn một giọng văn quen thuộc vừa dung dị, mộc mạc đầy sức cuốn hút, và trên hết vẫn là cái tinh thần Viễn Đông Bác Cổ: nói có sách, mách có chứng những trang tạp bút được ghi lại dưới dạng nhật ký kèm theo hồi ức, những sự kiện nhỏ từ lúc còn bé thơ cho đến cuối đời người thăng rầm dâu bể, luôn phảng phất sự hoài vọng với văn hóa của tổ tiên, của nhân loại. Lật từng trang, có thể bắt gặp những con người, những cảnh vật đã chìm sâu trong ký ức của một thế hệ, hoặc tưởng đã vĩnh viễn theo thời gian. Những câu chuyện đời thường, những tinh hoa thu được từ bao nhiêu năm nghiên cứu sưu tầm được tác giả luận bàn với một văn phong Nam bộ cổ xưa cùng những thành ngữ hết sức dí dỏm, độc đáo. Đọc tạp bút của ông để cùng đồng cảm với tinh tần nhân bản trong con người ông – một nghệ sĩ khát vọng vươn tới cái đẹp cho đến phút cuối cuộc đời.Mời bạn đón đọc.",https://product.hstatic.net/200000845405/product/p95629ep95629m8934974175636_6bpb_1u_55a94e1c7e4f4ad8962d33396aac7fcf_master.jpg,https://www.vinabook.com/products/vuong-hong-sen-tap-but-nam-nham-than-1992-di-cao-tai-ban
Chiêm Tinh Học Nhập Môn - Giải Mã Ngôn Ngữ 12 Chòm Sao,Đinh Trần Tuấn Linh,"101,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 20.5 x 14.5 x 1.2 cmNgày phát hành: 30/11/1999,30/11/1999,Nxb Thế giới,440.00 gam,"Chiêm Tinh Học Nhập Môn - Giải Mã Ngôn Ngữ 12 Chòm SaoBạn cảm thấy mình không giống một Xử Nữ, một Nhân Mã, một Kim Ngưu… cho lắm?Bạn muốn biết sau này mình có giàu không, bao giờ mình có người yêu, mình sẽ yêu người thế nào?Tất cả câu trả lời sẽ đều có trên bản đồ sao cá nhân của bạn.Vấn đề là, làm thế nào để đọc được bản đồ sao cá nhân?Thay vì tìm mỏi mắt một chiêm tinh gia chuyên nghiệp đáng tin cậy, hay là thử tự đọc bản đồ sao cho mình xem, vì học chiêm tinh cũng không khó lắm đâu!Asbooks hân hạnh giới thiệu cuốn sách tỉ mỉ, chi tiết, đầy đủ, dễ hiểu nhất để bạn có thể tự đọc bản đồ sao đầu tiên tại Việt Nam. Đến từ tác giả là chiêm tinh gia chuyên nghiệp với hơn 20 năm nghiên cứu, cuốn sách được thiết kế để ai cũng có thể tự xem bản đồ sao.“Chiêm tinh học về cơ bản là một ngôn ngữ. Mà khi ta thông hiểu ngôn ngữ này, cả bầu trời sẽ bắt đầu nói chuyện với ta” - Dane RudhyarChiêm tinh học nhập môn - Khám phá bản thân qua ngôn ngữ của các chòm sao!",https://product.hstatic.net/200000845405/product/p95488mb_a_tr_c_6_d968342a8eab4691b83806f9ee2a56dc_master.jpg,https://www.vinabook.com/products/chiem-tinh-hoc-nhap-mon-giai-ma-ngon-ngu-12-chom-sao
Sách Tết Nhâm Dần 2022 - Hợp Tuyển Văn Thơ Nhạc Họa Chủ Đề Mùa Xuân Và Ngày Tết,Oscar Wilde,"359,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 24 x 16.5 cmNgày phát hành: 30/11/2021Số trang: 304,30/11/2021,Văn Học,530.00 gam,,https://product.hstatic.net/200000845405/product/p94664mimage_244718_1_5080_8085ca610ee540a68868a54ce3d06b24_master.jpg,https://www.vinabook.com/products/sach-tet-nham-dan-2022-hop-tuyen-van-tho-nhac-hoa-chu-de-mua-xuan-va-ngay-tet
Nhật Ký Trong Tù (Tái Bản 2021),Oscar Wilde,"40,800₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 20.5 x 13.5 cmNgày phát hành: 30/11/2020Số trang: 175,30/11/2020,Văn Học,500.00 gam,,https://product.hstatic.net/200000845405/product/p94660mimage_244718_1_5088_f0774de2396449e8bf41f13dd6d3b2ca_master.jpg,https://www.vinabook.com/products/nhat-ky-trong-tu-tai-ban-2021
"Paris, Những Mùa Yêu",Danh Trần,"43,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 20 x 13 cmNgày phát hành: 30/11/2020Số trang: 136,30/11/2020,NXB Kim Đồng,250.00 gam,"Nhắc đến Paris, người ta thường nhớ đến hình ảnh một thành phố tình yêu lãng mạn và diễm lệ. Nhưng đó chỉ là một nửa sự thật. Dưới góc nhìn của các nhân vật trong Paris, những mùa yêu, Paris hiện lên ở những mảng màu đa sắc hơn. Một thành phố công nghiệp hóa nặng nề với các tuyến Metro lạnh lùng, các công dân lao động như “những chú chuột cần mẫn”. Một thành phố phực tạp với đủ màu da, gồ ghề và khắc nghiệt, đặc biệt với những sinh viên đến từ Việt Nam. Một thành phố đầy rẫy các va chạm văn hóa và nỗi buồn tha hương…Những câu chuyện trong Paris, những mùa yêu vì thế mang đậm màu sắc hiện thực, chân thực như hơi thở. Dù vậy, nhờ bỏ ra lăng kính màu hồng, vẻ đẹp của tình yêu và tình người ở kinh đô ánh sáng lại càng lấp lánh. Bởi lẽ, Paris không từ chối bất kì ai, chỉ cần họ dám sống và dám ước mơ.Tác giả Danh Trần sinh năm 1990. Cựu sinh viên tại Pháp, hiện làm việc trong lĩnh vực tài chính.",https://product.hstatic.net/200000845405/product/p93754mimage_230356_b546f634958a402282593b010359643b_master.jpg,https://www.vinabook.com/products/paris-nhung-mua-yeu
Chuyện Tình Của Núi - Ngang Dọc Hoàng Su Phì,Hoài Sa,"57,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 20.5 x 14.5 cmNgày phát hành: 30/11/2020Số trang: 164,30/11/2020,NXB Kim Đồng,300.00 gam,"Ai đã từng một lần đặt chân đến Hoàng Su Phì, huyện biên giới miền tây Hà Giang, hẳn sẽ không quên được vẻ đẹp của bức tranh thiên nhiên nơi đây. Những thửa ruộng bậc thang trong mùa lúa chín bung sắc vàng như những dải lụa dệt trên núi đồi quanh co nằm xen giữa các đồi chè cổ thụ. Những con dốc dựng đứng, những cung đường đá xóc nảy bên miệng vực đưa chân người đến với đại ngàn. Vẻ đẹp của Hoàng Su Phì còn ẩn chứa trong những nét văn hóa của các dân tộc người Tày, Nùng, Dao, H'Mông và La Chí sinh sống nơi đây, trong những tích truyện cổ được kể lại về mảnh đất “Vỏ cây vàng”. Không dễ để gắn bó tâm hồn mình với một mảnh đất xa lạ, nhưng “cứ thử đến với Hoàng Su Phì đi, và khi lên đây, có lẽ bạn sẽ chẳng muốn về.”Chuyện tình của núi - Ngang dọc Hoàng Su Phì ghi chép lại những trải nghiệm của tác giả với thiên nhiên, con người, văn hóa, phong tục, nghề, và du lịch có trách nhiệm của Hoàng Su Phì (Hà Giang), nơi xứng đáng có được hiểu và biết sâu sắc hơn từ cả người ngoài lẫn người dân địa phương.---Một ấn phẩm của WINGS BOOKS - Thương hiệu sách trẻ của NXB Kim Đồng.",https://product.hstatic.net/200000845405/product/p93753eimage_230357_50285b6cff1d4532849749a88d44dda0_master.jpg,https://www.vinabook.com/products/chuyen-tinh-cua-nui-ngang-doc-hoang-su-phi
Băn Khoăn,Oscar Wilde,"151,200₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/ban-khoan_187b0e8b2aa140129b8beb036d2fbf9d_master.png,https://www.vinabook.com/products/ban-khoan
Thuốc mê,Oscar Wilde,"89,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/8936213490340_5d91830a2baf4e058e581aac46151b9e_master.jpg,https://www.vinabook.com/products/thuoc-me
Gió thu hoa cúc gầy rồi,Thâm Tâm,"152,100₫",Tiếng Việt,2023,Văn Học,460,null,https://product.hstatic.net/200000845405/product/giothuhoada_e2b17ddba65d462ba5c8f4014e9892a4_master.png,https://www.vinabook.com/products/gio-thu-hoa-cuc-gay-roi
Ngày Mới,Thạch Lam,"74,700₫",Tiếng Việt,2023,Nhà Xuất Văn HọcLoại bìa: Bìa mềm,460,null,https://product.hstatic.net/200000845405/product/12_b8c73ac7e9914d3281375269a1887284_master.jpeg,https://www.vinabook.com/products/ngay-moi
Tắt Đèn,Ngô Tất Tố,"77,400₫",Tiếng Việt,2023,Nhà Xuất Văn HọcLoại bìa: Bìa mềm,460,null,https://product.hstatic.net/200000845405/product/35_73661ab2b9a54057b26b3c8139998d27_master.jpeg,https://www.vinabook.com/products/tat-den
Mê Cung Không Lối Thoát,Oscar Wilde,"206,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 24 x 16 x 2 cm cmNgày phát hành: 15/09/2023Số trang: 420,15/09/2023,Văn Học,450.00 gam,,https://product.hstatic.net/200000845405/product/p97941mmecung_0753c896cc4b4625b3c1fb15aafdcd7b_master.jpg,https://www.vinabook.com/products/me-cung-khong-loi-thoat
Nắng Xuyên Qua Vòm Lá,Oscar Wilde,"224,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 24 x 16 x 2.5 cm cmNgày phát hành: 13/07/2023Số trang: 532,13/07/2023,Văn Học,550.00 gam,,https://product.hstatic.net/200000845405/product/p97938mn__ng_64fcaa94e3204b82ace3dcc55aff0e4e_master.jpg,https://www.vinabook.com/products/nang-xuyen-qua-vom-la
Chuyện Nghề Viết Và Góc Khuất Cuộc Đời Của Ông Hoàng Kinh Dị,Oscar Wilde,"197,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 	20.5 x 13 x 2 cm cmNgày phát hành: 17/09/2023Số trang: 416,17/09/2023,Văn Học,530.00 gam,,https://product.hstatic.net/200000845405/product/p97917mst_fb88c2b2383242528e3f3e2aee2cf016_master.jpg,https://www.vinabook.com/products/chuyen-nghe-viet-va-goc-khuat-cuoc-doi-cua-ong-hoang-kinh-di
24 Nhân Cách Của Billy Milligan,Oscar Wilde,"242,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 	24 x 16 cm x 2.7 cmNgày phát hành: 09/08/2023Số trang: 580,09/08/2023,Văn Học,680.00 gam,,https://product.hstatic.net/200000845405/product/p97855m24_054a9889a8dd40f7968f33f6f2c6bbb6_master.jpg,https://www.vinabook.com/products/24-nhan-cach-cua-billy-milligan
Đường Hẹp Lên Miền Bắc Thẳm,Oscar Wilde,"196,000₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước: 	24 x 15.5 x 2.1 cm cmNgày phát hành: 23/11/2023Số trang: 428,23/11/2023,Văn Học,650.00 gam,,https://product.hstatic.net/200000845405/product/p97799m______ng_486ab39099404e529e2830258ca4d9e5_master.jpg,https://www.vinabook.com/products/duong-hep-len-mien-bac-tham
Con Cháu Của Họ Cũng Thế Thôi,Oscar Wilde,"247,500₫",Tiếng ViệtĐịnh dạng: Bìa mềmKích thước:  24 x 15.5 x 2.5 cm cmNgày phát hành: 29/11/2023Số trang: 508,29/11/2023,Văn Học,750.00 gam,"Con Cháu Của Họ Cũng Thế ThôiTÁC PHẨM ẤN TƯỢNG CỦA NICOLAS MATHIEU ĐOẠT GIẢI GONCOURT NĂM 2018!Một chiều hè oi ả năm 1992, tại vùng thung lũng hẻo lánh nằm đâu đó phía đông nước Pháp, bên hồ nước tĩnh lặng, Anthony, 14 tuổi, cùng người anh họ quyết định đánh cắp chiếc thuyền kayak để chèo sang bờ bên kia nơi có bãi tắm khỏa thân trứ danh. Tại đây, cậu thiếu niên lần đầu rơi vào lưới tình với con gái của ứng cử viên chức thị trưởng. Khởi nguồn từ mối tình đơn phương này, tuổi thanh xuân đầy biến động của Anthony bắt đầu.Bốn mùa hè trải dài từ những giai diệu của Nirvana và Johnny Hallyday đến chiến thắng của tuyển Pháp tại kỳ World Cup 1998, cuốn sách tái hiện những khung cảnh đầy hoài niệm và đồng điệu sâu sắc với cả một thế hệ lớn lên trong thập niên chín mươi. Qua câu chuyện về những mảnh đời nhỏ bé nơi thị xã Heillange, Nicolas Mathieu không chỉ viết nên cuốn tiểu thuyết về một thung lũng, một thanh xuân lãng mạn mà về cả một đất nước, một thời kỳ và một lớp người trẻ đang đi tìm con đường cho cuộc đời mình giữa một thế giới lụi tàn. Cuốn sách là số phận của những con người bị hủy hoại trước sự đối lập giữa hy vọng và hiện thực, nơi xứ sở cách xa quá trình toàn cầu hóa, mắc kẹt giữa nỗi tiếc thương và sự sụp đổ. Giống như nhan đề Con cháu của họ cũng thế thôi, liệu họ có thể thoát khỏi vòng quay số phận và không lao vào con đường cha mẹ họ từng đi?",https://product.hstatic.net/200000845405/product/p97791mcon_ch__u_71fdc2ca4f984b52bfe897c4b3c1781b_master.jpg,https://www.vinabook.com/products/con-chau-cua-ho-cung-the-thoi
Tắt Đèn (Tái Bản 2024),Oscar Wilde,"55,000₫",Tiếng Việt,2023,Nxb văn học,300.00 gam,"Tắt Đèn""Theo tôi tiên tri, thì cuốn Tắt đèn còn phải sống lâu thọ hơn cả một số văn gia đương kim hôm nay. Chị Dậu, đích là tác giả Ngô Tất Tố hóa thân ra mà thôi. Chị Dậu là cái đốm sáng đặc biệt của Tắt đèn. Nếu ví toàn truyện Tắt đèn là một khóm cây thì chị Dậu là cả gốc cả ngọn cả cành, và chính chị Dậu đã nổi gió lên mà rung cho cả cái cây dạ hương Tắt đèn đó lên."" (Nguyễn Tuân) ""Chị Dậu là nhân vật điển hình được người đọc yêu mến. Và người yêu mến chị hơn cả là Ngô Tất Tố. Giữa biết bao tệ nạn và cảnh đời bất công ngang trái ở nông thôn Việt Nam cũ, Ngô Tất Tố đã hết lòng bảo vệ một người phụ nữ là chị Dậu. Nhiều lần chị Dậu bị đẩy vào tình thế hiểm nghèo, rất có thể bị làm nhục nhưng Ngô Tất Tố đã bảo đảm cho chị Dậu được bảo đảm an toàn phẩm toàn vẹn, giữ trọn phẩm giá, không phải đau đớn. dằn vặt."" (Hà Minh Đức)Mời bạn đón đọc.",https://product.hstatic.net/200000845405/product/p98165m8935212366502_316ffcc2e2b34e19809d386a4e81fcac_master.jpg,https://www.vinabook.com/products/tat-den-tai-ban-2024
Gió Lạnh Đầu Mùa (Tái Bản 2024),Oscar Wilde,"59,000₫",Tiếng Việt,2023,Nxb văn học,250.00 gam,"Gió Lạnh Đầu MùaGió Lạnh Đầu Mùa là tập truyện ngắn của Thạch Lam(1910 - 1942). Với bút pháp chân thực Thạch Lam đã dẫn dắt người đọc đi từ niềm xúc cảm này đến niềm xúc cảm khác với những cảnh đời không mấy may mắn...trong một xã hội đày dẫy những bất công. Đúng như Thạch Lam đã từng tuyên ngôn: ""Đối với tôi văn chương không phải là một cách đem đến cho người đọc sự thoát ly trong sự quên, trái lại văn chương là một thứ khí giới thanh cao và đắc lực mà chúng ta có, để vừa tố cáo và thay đổi một cái thế giới giả dối và tàn ác, làm cho lòng người được thêm trong sạch và phong phú hơn"". Trong Gió Lạnh Đầu Mùa, tình người ấm áp như chiếc áo mùa đông đã nảy nở trong lòng hai đưa trẻ: Hai chị em Lan, Sơn mặc áo ấm ra chợ chơi với bọn trẻ nhà nghèo thấy Hiên con bé hàng xóm co ro bên cột quán mặc manh áo rách tả tơi bèn chạy về nhà lấy áo bông cũ đem cho nó mặc. Mẹ Lan thấy nhà Hiên nghèo khổ bèn cho mẹ nó mượn năm hào may áo...Mời bạn đón đọc.",https://product.hstatic.net/200000845405/product/p98164m8935212366533_48907b10036042ac9d97661491332fbb_master.jpg,https://www.vinabook.com/products/gio-lanh-dau-mua-tai-ban-2024
